ID,aqi
326754,180.0
326755,182.0
326756,337.0
326757,332.0
326758,348.0
326759,345.0
326760,356.0
326761,352.0
326762,342.0
326763,192.0
326764,525.0
326765,353.0
326766,193.0
326767,361.0
326768,197.0
326769,187.0
326770,186.0
326771,188.0
326772,194.0
326773,191.0
326774,189.0
326775,197.0
326776,192.0
326777,218.0
326778,338.0
326779,334.0
326780,327.0
326781,335.0
326782,346.0
326783,337.0
326784,217.0
326785,336.0
326786,208.0
326787,211.0
326788,216.0
326789,223.0
326790,213.0
326791,195.0
326792,225.0
326793,228.0
326794,539.0
326795,212.0
326796,369.46514853386145
326797,369.46514853386145
326798,369.46514853386145
326799,369.46514853386145
326800,247.726472200142
326801,369.46514853386145
326802,369.46514853386145
326803,369.46514853386145
326804,369.46514853386145
326805,247.726472200142
326806,247.726472200142
326807,247.726472200142
326808,247.726472200142
326809,247.726472200142
326810,247.726472200142
326811,247.726472200142
326812,247.726472200142
326813,247.726472200142
326814,247.726472200142
326815,252.06938995685073
326816,252.06938995685073
326817,252.06938995685073
326818,252.06938995685073
326819,371.2247273682918
326820,371.2247273682918
326821,252.06938995685073
326822,371.2247273682918
326823,371.2247273682918
326824,371.2247273682918
326825,371.2247273682918
326826,371.2247273682918
326827,252.06938995685073
326828,252.06938995685073
326829,252.06938995685073
326830,252.06938995685073
326831,252.06938995685073
326832,371.2247273682918
326833,252.06938995685073
326834,365.1583339558549
326835,365.1583339558549
326836,365.1583339558549
326837,247.0125344181782
326838,247.0125344181782
326839,365.1583339558549
326840,247.0125344181782
326841,247.0125344181782
326842,247.0125344181782
326843,247.0125344181782
326844,365.1583339558549
326845,247.0125344181782
326846,247.0125344181782
326847,365.1583339558549
326848,365.1583339558549
326849,365.1583339558549
326850,247.0125344181782
326851,247.0125344181782
326852,247.0125344181782
326853,237.10296705745014
326854,237.10296705745014
326855,237.10296705745014
326856,237.10296705745014
326857,237.10296705745014
326858,351.04509244377573
326859,237.10296705745014
326860,237.10296705745014
326861,351.04509244377573
326862,351.04509244377573
326863,237.10296705745014
326864,351.04509244377573
326865,351.04509244377573
326866,351.04509244377573
326867,351.04509244377573
326868,237.10296705745014
326869,237.10296705745014
326870,351.04509244377573
326871,237.10296705745014
326872,310.8902601948867
326873,310.8902601948867
326874,310.8902601948867
326875,310.8902601948867
326876,310.8902601948867
326877,310.8902601948867
326878,210.1124333944528
326879,310.8902601948867
326880,210.1124333944528
326881,210.1124333944528
326882,210.1124333944528
326883,210.1124333944528
326884,210.1124333944528
326885,210.1124333944528
326886,210.1124333944528
326887,210.1124333944528
326888,210.1124333944528
326889,310.8902601948867
326890,210.1124333944528
326891,204.3295913099319
326892,204.3295913099319
326893,204.3295913099319
326894,204.3295913099319
326895,204.3295913099319
326896,204.3295913099319
326897,204.3295913099319
326898,204.3295913099319
326899,204.3295913099319
326900,303.08309241723384
326901,204.3295913099319
326902,303.08309241723384
326903,303.08309241723384
326904,303.08309241723384
326905,204.3295913099319
326906,303.08309241723384
326907,303.08309241723384
326908,303.08309241723384
326909,303.08309241723384
326910,202.60541088837456
326911,299.67990144593074
326912,299.67990144593074
326913,299.67990144593074
326914,202.60541088837456
326915,299.67990144593074
326916,299.67990144593074
326917,202.60541088837456
326918,202.60541088837456
326919,299.67990144593074
326920,299.67990144593074
326921,299.67990144593074
326922,202.60541088837456
326923,202.60541088837456
326924,202.60541088837456
326925,202.60541088837456
326926,202.60541088837456
326927,202.60541088837456
326928,202.60541088837456
326929,259.1645534119504
326930,259.1645534119504
326931,259.1645534119504
326932,259.1645534119504
326933,181.4766977565759
326934,181.4766977565759
326935,181.4766977565759
326936,259.1645534119504
326937,259.1645534119504
326938,259.1645534119504
326939,181.4766977565759
326940,181.4766977565759
326941,181.4766977565759
326942,181.4766977565759
326943,181.4766977565759
326944,181.4766977565759
326945,181.4766977565759
326946,181.4766977565759
326947,259.1645534119504
326948,184.91070366897335
326949,184.91070366897335
326950,184.91070366897335
326951,184.91070366897335
326952,184.91070366897335
326953,184.91070366897335
326954,281.77398785804183
326955,281.77398785804183
326956,281.77398785804183
326957,184.91070366897335
326958,281.77398785804183
326959,281.77398785804183
326960,184.91070366897335
326961,184.91070366897335
326962,281.77398785804183
326963,281.77398785804183
326964,281.77398785804183
326965,184.91070366897335
326966,184.91070366897335
326967,187.89462599955834
326968,308.4141245361745
326969,308.4141245361745
326970,308.4141245361745
326971,308.4141245361745
326972,308.4141245361745
326973,187.89462599955834
326974,308.4141245361745
326975,187.89462599955834
326976,187.89462599955834
326977,187.89462599955834
326978,187.89462599955834
326979,187.89462599955834
326980,187.89462599955834
326981,187.89462599955834
326982,187.89462599955834
326983,308.4141245361745
326984,308.4141245361745
326985,187.89462599955834
326986,208.01452619296853
326987,208.01452619296853
326988,208.01452619296853
326989,208.01452619296853
326990,322.29875147236106
326991,322.29875147236106
326992,322.29875147236106
326993,208.01452619296853
326994,208.01452619296853
326995,208.01452619296853
326996,208.01452619296853
326997,208.01452619296853
326998,208.01452619296853
326999,208.01452619296853
327000,322.29875147236106
327001,322.29875147236106
327002,322.29875147236106
327003,322.29875147236106
327004,322.29875147236106
327005,345.6388776635681
327006,224.563793491208
327007,224.563793491208
327008,224.563793491208
327009,224.563793491208
327010,224.563793491208
327011,224.563793491208
327012,224.563793491208
327013,224.563793491208
327014,224.563793491208
327015,224.563793491208
327016,345.6388776635681
327017,345.6388776635681
327018,345.6388776635681
327019,345.6388776635681
327020,345.6388776635681
327021,345.6388776635681
327022,345.6388776635681
327023,224.563793491208
327024,226.7932878395111
327025,226.7932878395111
327026,226.7932878395111
327027,226.7932878395111
327028,226.7932878395111
327029,226.7932878395111
327030,331.88654709512457
327031,226.7932878395111
327032,331.88654709512457
327033,226.7932878395111
327034,226.7932878395111
327035,331.88654709512457
327036,331.88654709512457
327037,331.88654709512457
327038,226.7932878395111
327039,331.88654709512457
327040,331.88654709512457
327041,226.7932878395111
327042,331.88654709512457
327043,189.52985207402688
327044,189.52985207402688
327045,270.21188660000155
327046,189.52985207402688
327047,189.52985207402688
327048,189.52985207402688
327049,189.52985207402688
327050,189.52985207402688
327051,270.21188660000155
327052,270.21188660000155
327053,189.52985207402688
327054,270.21188660000155
327055,270.21188660000155
327056,270.21188660000155
327057,189.52985207402688
327058,270.21188660000155
327059,189.52985207402688
327060,270.21188660000155
327061,189.52985207402688
327062,145.70943934408447
327063,145.70943934408447
327064,145.70943934408447
327065,145.70943934408447
327066,145.70943934408447
327067,166.14832330747865
327068,145.70943934408447
327069,145.70943934408447
327070,145.70943934408447
327071,145.70943934408447
327072,166.14832330747865
327073,166.14832330747865
327074,166.14832330747865
327075,166.14832330747865
327076,166.14832330747865
327077,166.14832330747865
327078,145.70943934408447
327079,145.70943934408447
327080,166.14832330747865
327081,127.74464984179272
327082,113.03354774941832
327083,113.03354774941832
327084,113.03354774941832
327085,113.03354774941832
327086,113.03354774941832
327087,113.03354774941832
327088,127.74464984179272
327089,127.74464984179272
327090,127.74464984179272
327091,127.74464984179272
327092,127.74464984179272
327093,113.03354774941832
327094,127.74464984179272
327095,113.03354774941832
327096,127.74464984179272
327097,127.74464984179272
327098,127.74464984179272
327099,127.74464984179272
327100,99.01271916597113
327101,75.01741292952777
327102,75.01741292952777
327103,99.01271916597113
327104,99.01271916597113
327105,99.01271916597113
327106,99.01271916597113
327107,75.01741292952777
327108,99.01271916597113
327109,75.01741292952777
327110,99.01271916597113
327111,99.01271916597113
327112,99.01271916597113
327113,99.01271916597113
327114,75.01741292952777
327115,75.01741292952777
327116,75.01741292952777
327117,75.01741292952777
327118,99.01271916597113
327119,77.7362270250675
327120,77.7362270250675
327121,87.15691989270462
327122,77.7362270250675
327123,87.15691989270462
327124,87.15691989270462
327125,77.7362270250675
327126,77.7362270250675
327127,77.7362270250675
327128,77.7362270250675
327129,87.15691989270462
327130,77.7362270250675
327131,87.15691989270462
327132,87.15691989270462
327133,87.15691989270462
327134,87.15691989270462
327135,87.15691989270462
327136,87.15691989270462
327137,87.15691989270462
327138,99.5727520925586
327139,104.32377631335955
327140,104.32377631335955
327141,104.32377631335955
327142,99.5727520925586
327143,104.32377631335955
327144,99.5727520925586
327145,104.32377631335955
327146,99.5727520925586
327147,99.5727520925586
327148,99.5727520925586
327149,99.5727520925586
327150,99.5727520925586
327151,99.5727520925586
327152,104.32377631335955
327153,99.5727520925586
327154,104.32377631335955
327155,104.32377631335955
327156,99.5727520925586
327157,120.09798854532002
327158,120.09798854532002
327159,120.09798854532002
327160,120.09798854532002
327161,150.12894389340724
327162,120.09798854532002
327163,150.12894389340724
327164,150.12894389340724
327165,120.09798854532002
327166,120.09798854532002
327167,120.09798854532002
327168,150.12894389340724
327169,150.12894389340724
327170,150.12894389340724
327171,150.12894389340724
327172,120.09798854532002
327173,120.09798854532002
327174,120.09798854532002
327175,150.12894389340724
327176,131.00023057093233
327177,177.12503355527105
327178,131.00023057093233
327179,131.00023057093233
327180,177.12503355527105
327181,177.12503355527105
327182,177.12503355527105
327183,131.00023057093233
327184,177.12503355527105
327185,131.00023057093233
327186,177.12503355527105
327187,177.12503355527105
327188,131.00023057093233
327189,131.00023057093233
327190,131.00023057093233
327191,131.00023057093233
327192,131.00023057093233
327193,131.00023057093233
327194,177.12503355527105
327195,223.44107387970354
327196,138.9183880199018
327197,223.44107387970354
327198,138.9183880199018
327199,223.44107387970354
327200,223.44107387970354
327201,138.9183880199018
327202,223.44107387970354
327203,223.44107387970354
327204,223.44107387970354
327205,138.9183880199018
327206,138.9183880199018
327207,138.9183880199018
327208,138.9183880199018
327209,138.9183880199018
327210,138.9183880199018
327211,138.9183880199018
327212,223.44107387970354
327213,138.9183880199018
327214,254.30638901994294
327215,254.30638901994294
327216,254.30638901994294
327217,254.30638901994294
327218,159.89094689623852
327219,159.89094689623852
327220,254.30638901994294
327221,254.30638901994294
327222,159.89094689623852
327223,159.89094689623852
327224,159.89094689623852
327225,159.89094689623852
327226,159.89094689623852
327227,159.89094689623852
327228,159.89094689623852
327229,254.30638901994294
327230,254.30638901994294
327231,159.89094689623852
327232,159.89094689623852
327233,275.4351243675704
327234,174.1789252951723
327235,174.1789252951723
327236,174.1789252951723
327237,174.1789252951723
327238,275.4351243675704
327239,275.4351243675704
327240,174.1789252951723
327241,275.4351243675704
327242,275.4351243675704
327243,275.4351243675704
327244,174.1789252951723
327245,174.1789252951723
327246,174.1789252951723
327247,174.1789252951723
327248,174.1789252951723
327249,174.1789252951723
327250,275.4351243675704
327251,275.4351243675704
327252,178.31665379218273
327253,178.31665379218273
327254,178.31665379218273
327255,266.488714364173
327256,178.31665379218273
327257,178.31665379218273
327258,266.488714364173
327259,266.488714364173
327260,266.488714364173
327261,266.488714364173
327262,178.31665379218273
327263,178.31665379218273
327264,178.31665379218273
327265,266.488714364173
327266,266.488714364173
327267,178.31665379218273
327268,266.488714364173
327269,178.31665379218273
327270,178.31665379218273
327271,275.1599258042856
327272,275.1599258042856
327273,275.1599258042856
327274,275.1599258042856
327275,275.1599258042856
327276,275.1599258042856
327277,275.1599258042856
327278,176.49730951357742
327279,176.49730951357742
327280,275.1599258042856
327281,176.49730951357742
327282,176.49730951357742
327283,176.49730951357742
327284,176.49730951357742
327285,176.49730951357742
327286,176.49730951357742
327287,176.49730951357742
327288,176.49730951357742
327289,176.49730951357742
327290,171.7068854784916
327291,171.7068854784916
327292,171.7068854784916
327293,283.42301118097737
327294,171.7068854784916
327295,171.7068854784916
327296,283.42301118097737
327297,171.7068854784916
327298,283.42301118097737
327299,171.7068854784916
327300,283.42301118097737
327301,283.42301118097737
327302,283.42301118097737
327303,283.42301118097737
327304,171.7068854784916
327305,171.7068854784916
327306,171.7068854784916
327307,171.7068854784916
327308,283.42301118097737
327309,291.6739737342431
327310,185.22990273675939
327311,185.22990273675939
327312,185.22990273675939
327313,185.22990273675939
327314,185.22990273675939
327315,291.6739737342431
327316,185.22990273675939
327317,291.6739737342431
327318,291.6739737342431
327319,185.22990273675939
327320,185.22990273675939
327321,185.22990273675939
327322,185.22990273675939
327323,291.6739737342431
327324,291.6739737342431
327325,291.6739737342431
327326,291.6739737342431
327327,185.22990273675939
327328,192.65453226591717
327329,304.2625119619779
327330,304.2625119619779
327331,304.2625119619779
327332,304.2625119619779
327333,192.65453226591717
327334,192.65453226591717
327335,304.2625119619779
327336,192.65453226591717
327337,192.65453226591717
327338,192.65453226591717
327339,192.65453226591717
327340,192.65453226591717
327341,304.2625119619779
327342,192.65453226591717
327343,192.65453226591717
327344,304.2625119619779
327345,304.2625119619779
327346,192.65453226591717
327347,184.64883956599598
327348,285.94084023648725
327349,184.64883956599598
327350,184.64883956599598
327351,184.64883956599598
327352,184.64883956599598
327353,285.94084023648725
327354,184.64883956599598
327355,184.64883956599598
327356,285.94084023648725
327357,285.94084023648725
327358,285.94084023648725
327359,184.64883956599598
327360,184.64883956599598
327361,184.64883956599598
327362,285.94084023648725
327363,285.94084023648725
327364,285.94084023648725
327365,184.64883956599598
327366,286.02194177570976
327367,286.02194177570976
327368,286.02194177570976
327369,184.70983028862636
327370,286.02194177570976
327371,286.02194177570976
327372,184.70983028862636
327373,184.70983028862636
327374,286.02194177570976
327375,286.02194177570976
327376,184.70983028862636
327377,184.70983028862636
327378,184.70983028862636
327379,286.02194177570976
327380,184.70983028862636
327381,184.70983028862636
327382,184.70983028862636
327383,184.70983028862636
327384,184.70983028862636
327385,240.6634107916753
327386,160.40086334483703
327387,160.40086334483703
327388,160.40086334483703
327389,160.40086334483703
327390,160.40086334483703
327391,160.40086334483703
327392,160.40086334483703
327393,240.6634107916753
327394,240.6634107916753
327395,240.6634107916753
327396,240.6634107916753
327397,240.6634107916753
327398,160.40086334483703
327399,240.6634107916753
327400,160.40086334483703
327401,160.40086334483703
327402,240.6634107916753
327403,160.40086334483703
327404,173.13643225303716
327405,261.8808263009682
327406,173.13643225303716
327407,173.13643225303716
327408,173.13643225303716
327409,173.13643225303716
327410,173.13643225303716
327411,173.13643225303716
327412,261.8808263009682
327413,173.13643225303716
327414,173.13643225303716
327415,261.8808263009682
327416,261.8808263009682
327417,261.8808263009682
327418,261.8808263009682
327419,261.8808263009682
327420,173.13643225303716
327421,261.8808263009682
327422,173.13643225303716
327423,281.4163206532566
327424,281.4163206532566
327425,281.4163206532566
327426,176.09810959619384
327427,281.4163206532566
327428,281.4163206532566
327429,176.09810959619384
327430,281.4163206532566
327431,176.09810959619384
327432,176.09810959619384
327433,176.09810959619384
327434,281.4163206532566
327435,176.09810959619384
327436,176.09810959619384
327437,176.09810959619384
327438,176.09810959619384
327439,281.4163206532566
327440,176.09810959619384
327441,176.09810959619384
327442,291.38295689482027
327443,291.38295689482027
327444,190.86487278765364
327445,291.38295689482027
327446,190.86487278765364
327447,190.86487278765364
327448,190.86487278765364
327449,291.38295689482027
327450,291.38295689482027
327451,291.38295689482027
327452,190.86487278765364
327453,190.86487278765364
327454,190.86487278765364
327455,190.86487278765364
327456,190.86487278765364
327457,190.86487278765364
327458,190.86487278765364
327459,291.38295689482027
327460,291.38295689482027
327461,204.06998932744537
327462,204.06998932744537
327463,204.06998932744537
327464,204.06998932744537
327465,204.06998932744537
327466,204.06998932744537
327467,204.06998932744537
327468,204.06998932744537
327469,325.121189292048
327470,325.121189292048
327471,325.121189292048
327472,325.121189292048
327473,325.121189292048
327474,325.121189292048
327475,325.121189292048
327476,204.06998932744537
327477,204.06998932744537
327478,204.06998932744537
327479,325.121189292048
327480,218.6552748519848
327481,316.37569723828346
327482,316.37569723828346
327483,218.6552748519848
327484,218.6552748519848
327485,316.37569723828346
327486,316.37569723828346
327487,316.37569723828346
327488,218.6552748519848
327489,316.37569723828346
327490,218.6552748519848
327491,316.37569723828346
327492,316.37569723828346
327493,218.6552748519848
327494,218.6552748519848
327495,218.6552748519848
327496,218.6552748519848
327497,218.6552748519848
327498,218.6552748519848
327499,268.8418375559386
327500,197.17662131932224
327501,197.17662131932224
327502,197.17662131932224
327503,197.17662131932224
327504,197.17662131932224
327505,197.17662131932224
327506,197.17662131932224
327507,268.8418375559386
327508,268.8418375559386
327509,197.17662131932224
327510,197.17662131932224
327511,197.17662131932224
327512,268.8418375559386
327513,268.8418375559386
327514,268.8418375559386
327515,197.17662131932224
327516,268.8418375559386
327517,268.8418375559386
327518,201.91379539403502
327519,201.91379539403502
327520,175.21247597610235
327521,201.91379539403502
327522,201.91379539403502
327523,175.21247597610235
327524,201.91379539403502
327525,175.21247597610235
327526,175.21247597610235
327527,175.21247597610235
327528,201.91379539403502
327529,175.21247597610235
327530,175.21247597610235
327531,175.21247597610235
327532,201.91379539403502
327533,175.21247597610235
327534,175.21247597610235
327535,201.91379539403502
327536,175.21247597610235
327537,146.13353087526878
327538,146.13353087526878
327539,141.94019796517375
327540,141.94019796517375
327541,141.94019796517375
327542,141.94019796517375
327543,141.94019796517375
327544,141.94019796517375
327545,141.94019796517375
327546,141.94019796517375
327547,141.94019796517375
327548,146.13353087526878
327549,146.13353087526878
327550,146.13353087526878
327551,146.13353087526878
327552,141.94019796517375
327553,146.13353087526878
327554,146.13353087526878
327555,141.94019796517375
327556,119.10174001998523
327557,108.66121540873172
327558,108.66121540873172
327559,119.10174001998523
327560,108.66121540873172
327561,108.66121540873172
327562,108.66121540873172
327563,108.66121540873172
327564,119.10174001998523
327565,119.10174001998523
327566,108.66121540873172
327567,108.66121540873172
327568,119.10174001998523
327569,119.10174001998523
327570,119.10174001998523
327571,119.10174001998523
327572,119.10174001998523
327573,119.10174001998523
327574,119.10174001998523
327575,114.1384815553275
327576,111.19452444452513
327577,111.19452444452513
327578,111.19452444452513
327579,111.19452444452513
327580,114.1384815553275
327581,114.1384815553275
327582,114.1384815553275
327583,111.19452444452513
327584,114.1384815553275
327585,114.1384815553275
327586,114.1384815553275
327587,114.1384815553275
327588,114.1384815553275
327589,114.1384815553275
327590,111.19452444452513
327591,111.19452444452513
327592,111.19452444452513
327593,114.1384815553275
327594,120.74792823742057
327595,117.80876187361714
327596,117.80876187361714
327597,120.74792823742057
327598,120.74792823742057
327599,117.80876187361714
327600,117.80876187361714
327601,120.74792823742057
327602,117.80876187361714
327603,120.74792823742057
327604,117.80876187361714
327605,117.80876187361714
327606,117.80876187361714
327607,117.80876187361714
327608,120.74792823742057
327609,117.80876187361714
327610,120.74792823742057
327611,120.74792823742057
327612,117.80876187361714
327613,147.30704875432426
327614,124.48724836745194
327615,147.30704875432426
327616,147.30704875432426
327617,147.30704875432426
327618,147.30704875432426
327619,147.30704875432426
327620,147.30704875432426
327621,124.48724836745194
327622,124.48724836745194
327623,124.48724836745194
327624,124.48724836745194
327625,124.48724836745194
327626,124.48724836745194
327627,147.30704875432426
327628,124.48724836745194
327629,124.48724836745194
327630,124.48724836745194
327631,124.48724836745194
327632,127.01620724919476
327633,160.5639417286317
327634,160.5639417286317
327635,160.5639417286317
327636,160.5639417286317
327637,127.01620724919476
327638,127.01620724919476
327639,127.01620724919476
327640,127.01620724919476
327641,160.5639417286317
327642,127.01620724919476
327643,127.01620724919476
327644,127.01620724919476
327645,127.01620724919476
327646,160.5639417286317
327647,127.01620724919476
327648,160.5639417286317
327649,160.5639417286317
327650,127.01620724919476
327651,127.55580256131233
327652,127.55580256131233
327653,201.9741847006771
327654,127.55580256131233
327655,201.9741847006771
327656,201.9741847006771
327657,127.55580256131233
327658,201.9741847006771
327659,127.55580256131233
327660,201.9741847006771
327661,201.9741847006771
327662,127.55580256131233
327663,127.55580256131233
327664,127.55580256131233
327665,201.9741847006771
327666,127.55580256131233
327667,127.55580256131233
327668,201.9741847006771
327669,127.55580256131233
327670,144.90295114483237
327671,144.90295114483237
327672,144.90295114483237
327673,144.90295114483237
327674,144.90295114483237
327675,144.90295114483237
327676,144.90295114483237
327677,229.34140916558263
327678,144.90295114483237
327679,144.90295114483237
327680,144.90295114483237
327681,229.34140916558263
327682,229.34140916558263
327683,229.34140916558263
327684,229.34140916558263
327685,229.34140916558263
327686,229.34140916558263
327687,229.34140916558263
327688,144.90295114483237
327689,186.4756218911403
327690,286.82932978089804
327691,186.4756218911403
327692,186.4756218911403
327693,186.4756218911403
327694,186.4756218911403
327695,186.4756218911403
327696,186.4756218911403
327697,286.82932978089804
327698,186.4756218911403
327699,286.82932978089804
327700,286.82932978089804
327701,186.4756218911403
327702,186.4756218911403
327703,286.82932978089804
327704,186.4756218911403
327705,286.82932978089804
327706,286.82932978089804
327707,286.82932978089804
327708,221.5101049956763
327709,335.5952774057096
327710,335.5952774057096
327711,221.5101049956763
327712,221.5101049956763
327713,221.5101049956763
327714,221.5101049956763
327715,221.5101049956763
327716,221.5101049956763
327717,221.5101049956763
327718,221.5101049956763
327719,221.5101049956763
327720,221.5101049956763
327721,335.5952774057096
327722,335.5952774057096
327723,335.5952774057096
327724,335.5952774057096
327725,335.5952774057096
327726,335.5952774057096
327727,239.12589135831507
327728,343.24001896045536
327729,343.24001896045536
327730,239.12589135831507
327731,239.12589135831507
327732,239.12589135831507
327733,343.24001896045536
327734,239.12589135831507
327735,239.12589135831507
327736,343.24001896045536
327737,239.12589135831507
327738,239.12589135831507
327739,343.24001896045536
327740,343.24001896045536
327741,343.24001896045536
327742,343.24001896045536
327743,239.12589135831507
327744,239.12589135831507
327745,239.12589135831507
327746,356.637090382416
327747,356.637090382416
327748,241.13366149845956
327749,356.637090382416
327750,356.637090382416
327751,356.637090382416
327752,356.637090382416
327753,356.637090382416
327754,356.637090382416
327755,241.13366149845956
327756,241.13366149845956
327757,241.13366149845956
327758,241.13366149845956
327759,241.13366149845956
327760,241.13366149845956
327761,241.13366149845956
327762,241.13366149845956
327763,241.13366149845956
327764,241.13366149845956
327765,242.1964257142263
327766,242.1964257142263
327767,242.1964257142263
327768,242.1964257142263
327769,242.1964257142263
327770,242.1964257142263
327771,242.1964257142263
327772,242.1964257142263
327773,242.1964257142263
327774,242.1964257142263
327775,356.02772580773626
327776,356.02772580773626
327777,356.02772580773626
327778,356.02772580773626
327779,356.02772580773626
327780,356.02772580773626
